,id,0.1,0.2,0.4,0.8
id,0.0,0.7831987641111482,0.5856957335490733,0.46107655922241975,0.4286593331635231
0.1,0.7831987641111482,0.0,0.5932862233021297,0.7429732096934458,0.7766350628080545
0.2,0.5856957335490733,0.5932862233021297,0.0,0.5346970883692848,0.5726342062698677
0.4,0.46107655922241975,0.7429732096934458,0.5346970883692848,0.0,0.4571372870414052
0.8,0.4286593331635231,0.7766350628080545,0.5726342062698677,0.4571372870414052,0.0
