,0.333,0.5,0.666,0.833,id,1.2,1.5,2.0,3.0
AudioCLIP,0.9848769264062868,0.9935727707343176,0.9977023068349808,0.999490404385142,1.000000040512532,0.9995126276044176,0.99790573050268,0.9945474402047694,0.9885046632261948
CLAP,0.8643711946497206,0.8729608680587262,0.8906220286153257,0.8784352523798589,1.0000000433064995,0.8870891314581968,0.8843578606029041,0.8694854534987826,0.8398143796075601
WAV2CLIP,0.8949809743789956,0.9549960767617448,0.9840379159431905,0.9967104993993416,1.0000000321306288,0.9969236059114336,0.9861140546854584,0.9642576578771695,0.9258626444498076
