,id,0.8,0.4,0.2,0.1
AudioCLIP,1.000000040512532,0.9999471986666322,0.9990672325948252,0.995352991274558,0.988490828545764
CLAP,1.0000000433064995,0.8887705079396255,0.875442594755441,0.8053578742837999,0.6685098341695266
WAV2CLIP,1.0000000321306288,0.9723031007379176,0.8495856119770906,0.6511009386704245,0.506993195238465
