,-24,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,id,1,2,3,4,5,6,7,8,9,10,11,12,24
AudioCLIP,0.942028838209808,0.971050834399648,0.974512487417087,0.9774185183923692,0.9805688908090816,0.9830303225899116,0.98544363072142,0.9874865282326936,0.9894425637321548,0.9914348942693324,0.9929925254546106,0.9944499754346908,0.9957094999263064,1.000000040512532,0.9967172559117898,0.9964082720689476,0.9956743298098444,0.9949382514460012,0.9940372024429962,0.9928660405566916,0.9915030327392742,0.989981671446003,0.9884746712632476,0.9866401306353508,0.9852642177138478,0.986639033188112,0.9603122633416206
CLAP,0.2947944055211167,0.5854756098706275,0.5990916009614011,0.6256790854822611,0.6545456527674105,0.6774220380175393,0.6951839566172566,0.7167641161358915,0.735360346530797,0.7517348195251543,0.7667177815164905,0.7776240942184813,0.7862457412702497,1.0000000433064995,0.7867026601743419,0.7761936480528675,0.7606254112615716,0.7352416415815242,0.7173043121292721,0.6905367716099136,0.6764287284458987,0.6579659739800263,0.6448121298744809,0.6343485440593213,0.6170902778685559,0.6088498563913163,0.4235270467979717
WAV2CLIP,0.3608126913672578,0.6460725050419569,0.6761151506798342,0.6999181199935265,0.7256343450571876,0.7441778741776943,0.7565430679242127,0.7852696043555625,0.8034956082119606,0.8273717043339275,0.8384286606742535,0.8556367378332652,0.8827589564607479,1.0000000321306288,0.8349960540945176,0.7896910237614065,0.7266876421854249,0.6656478473305469,0.6263775422994513,0.5668854910691152,0.5444444306049263,0.5253057447807805,0.5069933842969476,0.4921888087628758,0.4782443556032376,0.4568754952415474,0.3361962783892522
