,id,0.1,0.2,0.4,0.8
id,0.0,0.7831987418903736,0.5856957182550104,0.4610765474499203,0.42865932088170666
0.1,0.7831987418903736,0.0,0.5932862099434715,0.7429731914162403,0.7766350435704226
0.2,0.5856957182550104,0.5932862099434715,0.0,0.5346970739483368,0.5726341913687065
0.4,0.4610765474499203,0.7429731914162403,0.5346970739483368,0.0,0.4571372749924194
0.8,0.42865932088170666,0.7766350435704226,0.5726341913687065,0.4571372749924194,0.0
