,id,1.1,1.2,1.3,1.4,1.5,2.0,0.909,0.833,0.769,0.714,0.666,0.5
id,0.0,0.07738867861917242,0.08253775852062972,0.0854063929982658,0.09263151271807146,0.09991995085511007,0.122117602651997,0.07736155770908226,0.08070205991680268,0.0867697165813297,0.09289723582332954,0.09650742244775756,0.14261394923596526
1.1,0.07738867861917242,0.0,0.04350708526180824,0.047839802702583256,0.05533697086866596,0.0657237678351521,0.09069553628069116,0.0464212413498899,0.053047562494612066,0.05948744950183027,0.06713855046837125,0.07157434188047773,0.11590444446483161
1.2,0.08253775852062972,0.04350708526180824,0.0,0.0444797335730982,0.04757547679764684,0.054389598917623516,0.08194000080402475,0.05778840687707998,0.06203283488866873,0.0704953558233683,0.07519309155031806,0.08110196281995741,0.12505023839548812
1.3,0.0854063929982658,0.047839802702583256,0.0444797335730982,0.0,0.04369838075763255,0.052296932743047364,0.07499270211701514,0.0632366432728304,0.06922613327333238,0.07552987748931628,0.08230987580827787,0.0869094730442157,0.12718883806155645
1.4,0.09263151271807146,0.05533697086866596,0.04757547679764684,0.04369838075763255,0.0,0.04343165397585835,0.06843648771973676,0.07109825232691946,0.07694759415244334,0.0834644769638544,0.08933118012282648,0.09439417741305078,0.13273681928694714
1.5,0.09991995085511007,0.0657237678351521,0.054389598917623516,0.052296932743047364,0.04343165397585835,0.0,0.06370588894060347,0.08133700251710252,0.08534396007235046,0.09326954124117037,0.09628383063682122,0.10291650479121017,0.13894379550765734
2.0,0.122117602651997,0.09069553628069116,0.08194000080402475,0.07499270211701514,0.06843648771973676,0.06370588894060347,0.0,0.10601192167814588,0.11050185318890726,0.11630214514298132,0.12085109177132836,0.12494525677175261,0.15116405587468762
0.909,0.07736155770908226,0.0464212413498899,0.05778840687707998,0.0632366432728304,0.07109825232691946,0.08133700251710252,0.10601192167814588,0.0,0.03891795576600998,0.04303214523497445,0.05031848383805482,0.05440587722841883,0.10265438864735188
0.833,0.08070205991680268,0.053047562494612066,0.06203283488866873,0.06922613327333238,0.07694759415244334,0.08534396007235046,0.11050185318890726,0.03891795576600998,0.0,0.037958700113449595,0.04259642316719692,0.04678325589338783,0.09863203452914604
0.769,0.0867697165813297,0.05948744950183027,0.0704953558233683,0.07552987748931628,0.0834644769638544,0.09326954124117037,0.11630214514298132,0.04303214523497445,0.037958700113449595,0.0,0.03914869550135336,0.040233043968328275,0.09245936712250113
0.714,0.09289723582332954,0.06713855046837125,0.07519309155031806,0.08230987580827787,0.08933118012282648,0.09628383063682122,0.12085109177132836,0.05031848383805482,0.04259642316719692,0.03914869550135336,0.0,0.038025350329917273,0.08881134179682704
0.666,0.09650742244775756,0.07157434188047773,0.08110196281995741,0.0869094730442157,0.09439417741305078,0.10291650479121017,0.12494525677175261,0.05440587722841883,0.04678325589338783,0.040233043968328275,0.038025350329917273,0.0,0.08257867201973568
0.5,0.14261394923596526,0.11590444446483161,0.12505023839548812,0.12718883806155645,0.13273681928694714,0.13894379550765734,0.15116405587468762,0.10265438864735188,0.09863203452914604,0.09245936712250113,0.08881134179682704,0.08257867201973568,0.0
