,id,16000,8000,4000,2000,1000,500
id,0.0,0.01616231158550363,0.054842056179950305,0.10484154443111038,0.16120328162742226,0.21830014548049803,0.2736303392375703
16000,0.01616231158550363,0.0,0.04381953496067581,0.09498863770932076,0.15243863964860793,0.21052213589427993,0.2669127233530162
8000,0.054842056179950305,0.04381953496067581,0.0,0.0553585983634548,0.11563643388399214,0.17707529675953992,0.23739708839457307
4000,0.10484154443111038,0.09498863770932076,0.0553585983634548,0.0,0.06461657091858797,0.13008249363701907,0.19560542859107954
2000,0.16120328162742226,0.15243863964860793,0.11563643388399214,0.06461657091858797,0.0,0.07133743694885197,0.14324428486179386
1000,0.21830014548049803,0.21052213589427993,0.17707529675953992,0.13008249363701907,0.07133743694885197,0.0,0.08034794257309841
500,0.2736303392375703,0.2669127233530162,0.23739708839457307,0.19560542859107954,0.14324428486179386,0.08034794257309841,0.0
