,id,0.1,0.2,0.4,0.8
id,0.0,0.1379479282235998,0.08158355601748113,0.030756659325075653,0.00403436825320469
0.1,0.1379479282235998,0.0,0.07487605672618614,0.12268512965006906,0.13735309744284407
0.2,0.08158355601748113,0.07487605672618614,0.0,0.06150570857156268,0.08060160006928996
0.4,0.030756659325075653,0.12268512965006906,0.06150570857156268,0.0,0.028881534723464775
0.8,0.00403436825320469,0.13735309744284407,0.08060160006928996,0.028881534723464775,0.0
