,id,-100,-80,-60,-40,-20,0
id,0.0,1.0967831869379552e-06,1.1665405492689018e-05,0.0016105462559607986,3.580699430196546,20.690857655834407,24.58853580057621
-100,1.0967831869379552e-06,0.0,1.1660557821091544e-05,0.001610536220425729,3.5806994176236913,20.690857673529536,24.588535802438855
-80,1.1665405492689018e-05,1.1660557821091544e-05,0.0,0.0016078424939109937,3.5806995652383193,20.69085780950263,24.58853605389595
-60,0.0016105462559607986,0.001610536220425729,0.0016078424939109937,0.0,3.5796278681373224,20.690660145599395,24.58849156461656
-40,3.580699430196546,3.5806994176236913,3.5806995652383193,3.5796278681373224,0.0,20.00330328149721,24.359392886981368
-20,20.690857655834407,20.690857673529536,20.69085780950263,20.690660145599395,20.00330328149721,0.0,18.77169622760266
0,24.58853580057621,24.588535802438855,24.58853605389595,24.58849156461656,24.359392886981368,18.77169622760266,0.0
