,id,16000,8000,4000,2000,1000,500
id,1.000000040512532,0.8863941361778416,0.8807312283897772,0.874921082140645,0.8542891989927739,0.8171289971796796,0.7799368743726518
16000,0.8863941361778416,1.0000000426080078,0.8830277856031898,0.873892322415486,0.8520914418040775,0.8229267977876589,0.789380031026667
8000,0.8807312283897772,0.8830277856031898,1.0000000414438546,0.8826479640265461,0.8665401644539088,0.8395876122813206,0.8031698253180366
4000,0.874921082140645,0.873892322415486,0.8826479640265461,1.0000000419095159,0.8861562149540987,0.8554321762640029,0.8260970908741001
2000,0.8542891989927739,0.8520914418040775,0.8665401644539088,0.8861562149540987,1.0000000393483788,0.8791066223493544,0.8612403714214452
1000,0.8171289971796796,0.8229267977876589,0.8395876122813206,0.8554321762640029,0.8791066223493544,1.0000000407453626,0.8862948153400794
500,0.7799368743726518,0.789380031026667,0.8031698253180366,0.8260970908741001,0.8612403714214452,0.8862948153400794,1.0000000479631126
