,id,-100,-80,-60,-40,-20,0
id,1.0000000433064997,0.8851295381900854,0.8836248947191052,0.8812754127429798,0.8887688168033492,0.8199186363563058,0.16760936630822698
-100,0.8851295381900854,1.0000000458676368,0.8878982497553807,0.8912389295001049,0.8876425084308721,0.8242572761373594,0.1668426341212239
-80,0.8836248947191052,0.8878982497553807,1.0000000407453626,0.8886045611579902,0.8825982148118783,0.8236014091526158,0.16565063979659556
-60,0.8812754127429798,0.8912389295001049,0.8886045611579902,1.00000004703179,0.8793252024916001,0.820859939296497,0.16768661187084888
-40,0.8887688168033492,0.8876425084308721,0.8825982148118783,0.8793252024916001,1.0000000442378223,0.8237646646739449,0.16732079396345512
-20,0.8199186363563058,0.8242572761373594,0.8236014091526158,0.820859939296497,0.8237646646739449,1.0000000400468707,0.2565710841543023
0,0.16760936630822698,0.1668426341212239,0.16565063979659556,0.16768661187084888,0.16732079396345512,0.2565710841543023,1.0000000416766852
