,id,0.1,0.2,0.4,0.8
id,1.0000000433064997,0.6685098341695266,0.8053578742837999,0.875442594755441,0.8887705079396255
0.1,0.6685098341695266,1.0000000458676368,0.808398942113854,0.7044928487594007,0.67477190005593
0.2,0.8053578742837999,0.808398942113854,1.0000000407453626,0.8401662862161174,0.8139296298613772
0.4,0.875442594755441,0.7044928487594007,0.8401662862161174,1.000000046333298,0.8775589477154426
0.8,0.8887705079396255,0.67477190005593,0.8139296298613772,0.8775589477154426,1.0000000409781933
